"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","HTTP Code","Execution Date"
"Flow","TestCase1","Auth","restrequest","Flow","OK",""TestCase1",","Auth","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","Auth","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","Auth","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","Groovy Script","[HTTP/1.1 200 OK]","groovy","23-Jul-2024 09_31_31"
"OK","Flow",""TestCase1",","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","Flow","Flow","TestCase1","TestCase1","TestCase1","Auth","Auth","Auth","restrequest","restrequest","restrequest","OK","OK","OK","""",",","[HTTP/1.1 200 OK]","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"Flow","23-Jul-2024 09_31_31"
"Flow","TestCase1","Flow","CreateBooking","TestCase1","TestCase1","restrequest","CreateBooking","FAILED","CreateBooking","restrequest",""restrequest",","OK","[HTTP/1.1 503 Service Unavailable]","OK",""23-Jul-2024 09_31_31"
"","Flow","Flow",","[HTTP/1.1 503 Service Unavailable]","TestCase1","[HTTP/1.1 503 Service Unavailable]","TestCase1","Auth","23-Jul-2024 09_31_31"
"23-Jul-2024 09_31_31"
"restrequest","Groovy Script","Flow","Flow","OK","groovy","TestCase1","TestCase1",""FAILED","Auth","Auth",",""restrequest","restrequest","[HTTP/1.1 503 Service Unavailable]",","OK","23-Jul-2024 09_31_31"
"OK",""Flow","","TestCase1",","[HTTP/1.1 200 OK]","CreateBooking","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"23-Jul-2024 09_31_31"
"restrequest","Flow","Flow","OK","TestCase1","TestCase1",""CreateBooking","CreateBooking",","restrequest","restrequest","OK","OK",""",","[HTTP/1.1 503 Service Unavailable]","[HTTP/1.1 503 Service Unavailable]","23-Jul-2024 09_31_31"
"23-Jul-2024 09_31_31"
"Flow","Flow","Flow","TestCase1","TestCase1","Auth","TestCase1","Auth","Auth","restrequest","restrequest","restrequest","FAILED","OK","OK","""",",","[HTTP/1.1 200 OK]","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_31"
"23-Jul-2024 09_31_31"
"Flow","Flow","TestCase1","TestCase1","CreateBooking","CreateBooking","restrequest","restrequest","FAILED","FAILED",""",","[HTTP/1.1 503 Service Unavailable]","[HTTP/1.1 503 Service Unavailable]","23-Jul-2024 09_31_31"
"23-Jul-2024 09_31_31"
"Flow","TestCase1","Flow","Groovy Script","TestCase1","groovy","Groovy Script","FAILED","groovy",""FAILED","",","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","Flow","TestCase1","CreateBooking","TestCase1","restrequest","Auth","OK","restrequest",""OK",",""[HTTP/1.1 200 OK]",","23-Jul-2024 09_31_34"
"[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Flow","TestCase1","Groovy Script","CreateBooking","groovy","restrequest","OK","OK",""",","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK",""Flow",","TestCase1","[HTTP/1.1 200 OK]","Auth","restrequest","23-Jul-2024 09_31_34"
"OK",""Flow","TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","restrequest","OK","23-Jul-2024 09_31_34"
""Flow","Flow",","TestCase1","TestCase1","CreateBooking","[HTTP/1.1 200 OK]","Auth","restrequest","23-Jul-2024 09_31_34"
"restrequest","OK","Flow",""OK","TestCase1",",""[HTTP/1.1 200 OK]",","Auth","23-Jul-2024 09_31_34"
"restrequest","[HTTP/1.1 200 OK]","Flow","OK","23-Jul-2024 09_31_34"
"TestCase1",""Flow","Auth",","TestCase1","restrequest","CreateBooking","[HTTP/1.1 200 OK]","OK","restrequest","23-Jul-2024 09_31_34"
""OK","Flow","","TestCase1",","CreateBooking","[HTTP/1.1 200 OK]","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_34"
"23-Jul-2024 09_31_34"
"OK","Flow",""Flow","TestCase1",","TestCase1","CreateBooking","[HTTP/1.1 200 OK]","Auth","restrequest","23-Jul-2024 09_31_34"
"restrequest","OK","Flow",""TestCase1","OK",","Groovy Script",""[HTTP/1.1 200 OK]","groovy",","23-Jul-2024 09_31_34"
"OK","[HTTP/1.1 200 OK]",""Flow","23-Jul-2024 09_31_34"
","Flow","TestCase1","TestCase1","Auth","CreateBooking","restrequest","restrequest","OK","OK",""","[HTTP/1.1 200 OK]",","23-Jul-2024 09_31_34"
"[HTTP/1.1 200 OK]","Flow","23-Jul-2024 09_31_34"
"TestCase1","Flow","CreateBooking","TestCase1","restrequest","Auth","OK","restrequest",""OK",",""[HTTP/1.1 200 OK]",","23-Jul-2024 09_31_34"
"[HTTP/1.1 200 OK]","Flow","23-Jul-2024 09_31_34"
"TestCase1","Flow","Groovy Script","TestCase1","groovy","CreateBooking","restrequest","OK","Flow","OK","""TestCase1",",","Auth","[HTTP/1.1 200 OK]","restrequest","23-Jul-2024 09_31_34"
"OK","Flow",""TestCase1",","Groovy Script","[HTTP/1.1 200 OK]","groovy","23-Jul-2024 09_31_34"
"OK","Flow",""TestCase1",","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Groovy Script","groovy","OK","","Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","Auth","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
"Flow","TestCase1","CreateBooking","restrequest","OK","","[HTTP/1.1 200 OK]","23-Jul-2024 09_31_34"
